gene,n_Y220C,n_other_mut,median_Y220C,median_other_mut,cohens_d,ci_lower,ci_upper,mann_whitney_U,p_value,biology,fdr,significant
NAPG,11,784,-1.054860345326271,-0.7404069148123941,-0.37567902909160583,-0.9710481014019252,0.2196900432187136,3294.0,0.1785333823750015,,0.9042065126150772,False
ZIC3,11,784,0.0024902127716827,0.0478238049749913,-0.37565840164754183,-0.9710274425120179,0.21971063921693423,3538.0,0.3064588693906226,,0.9401662736505708,False
KIF6,11,784,-0.0970190505499013,-0.0537345225706793,-0.37553985079505264,-0.9709087109661949,0.21982900937608968,3070.0,0.1007049938689564,,0.8891692666539546,False
MAP1LC3A,11,784,-0.2223379444560625,-0.15257404413476375,-0.37547751821897857,-0.9708462834066496,0.21989124696869244,3401.0,0.22866118195964036,,0.9228945866839399,False
ENPP3,11,784,-0.0860842962169023,-0.0519078675238909,-0.3754436262904333,-0.9708123398396005,0.2199250872587339,3154.0,0.1259214469158468,,0.8914602227998313,False
MRPS17,11,784,-0.3470505895724338,-0.2254005202238697,-0.37528530269563987,-0.9706537750811091,0.22008316968982933,3142.0,0.12204400567732662,,0.8898118976437126,False
UBE3A,11,784,-0.1534459226394606,-0.07945565675066535,-0.37526035153110493,-0.9706287859194106,0.22010808285720074,3374.0,0.21515567713549377,,0.9194897037486607,False
WAC,11,784,-0.5103152204017415,-0.43344570476487754,-0.37518608284856175,-0.9705544041509002,0.22018223845377677,3456.0,0.25801439992028075,,0.927202971990777,False
CDH6,11,784,0.0041843531850391,0.02036355977577215,-0.3751621262470272,-0.970530411076372,0.22020615858231757,3436.0,0.2470519610331562,,0.9271528064771293,False
CXCL1,11,784,-0.2833155130687198,-0.26977702885597704,-0.3750960793307581,-0.9704642636182923,0.22027210495677613,3205.0,0.14347953979238587,,0.8995487060564256,False
B3GALT2,11,784,-0.0007075340401378,0.03916569194659135,-0.37498013742179925,-0.970348145256212,0.22038787041261354,3214.0,0.14676420135158103,,0.9018087793671422,False
CEP112,11,784,-0.0601831057519115,-0.03166196034107135,-0.37495961863117744,-0.9703275952435185,0.22040835798116365,3567.0,0.32494916633660387,,0.9451611137546672,False
GPRIN1,11,784,-0.1410671296107662,-0.055210375040169554,-0.374861218383468,-0.9702290452904517,0.22050660852351578,3503.0,0.28508959596476025,,0.9368535106778416,False
ZNF92,11,784,-0.1311242956568087,-0.07500760058143194,-0.37456056258543796,-0.969927932320277,0.22080680714940099,3214.0,0.14676420135158103,,0.9018087793671422,False
FAM177A1,11,784,-0.1420019629670096,-0.10968892952976986,-0.3744758826882908,-0.9698431237264474,0.22089135834986584,3588.0,0.3387826750447148,,0.9452202188537194,False
PEX14,11,784,-0.1792054066175976,-0.08292646151527536,-0.37441702005841593,-0.9697841716541534,0.22095013153732157,3526.0,0.29901574503291795,,0.9391388485475414,False
GLRX2,11,784,-0.124632354456103,-0.0453279296115651,-0.37434523662686514,-0.9697122791658925,0.22102180591216225,3233.0,0.1538869768199212,,0.9026259697494153,False
SPMIP5,11,784,0.0183572127909853,0.03586932290646165,-0.37433231201927286,-0.9696993349248577,0.221034710886312,3361.0,0.20886205610577635,,0.9194897037486607,False
PCDHB5,11,784,-0.0734216734933074,-0.0338294119447063,-0.3742905954334478,-0.9696575549730492,0.2210763641061536,3487.0,0.27566463475193503,,0.9328856275366568,False
SPMIP2,11,784,0.0072507737470264,0.054886399078135,-0.3742102177468582,-0.9695770552155569,0.22115661972184059,3229.0,0.15236601783015222,,0.9021647760635169,False
LAMB4,11,784,-0.1799909304785028,-0.0896161451936745,-0.3741704969896593,-0.9695372741434668,0.22119628016414816,2574.0,0.0216056377294016,,0.8511086511978743,False
DLEC1,11,784,-0.0543843233821055,-0.058839491175390404,-0.37405539956670225,-0.9694220019843185,0.22131120285091405,3551.0,0.3146596497784584,,0.9416440776118831,False
MLIP,11,784,-0.057358038154852,-0.0188031471839396,-0.3738451072237462,-0.9692113905228517,0.22152117607535926,3294.0,0.1785333823750015,,0.9042065126150772,False
COIL,11,784,-0.33933493400353,-0.3295999591846859,-0.3738172068856653,-0.9691834478594947,0.22154903408816423,3738.0,0.4483005828665977,,0.9529951534076364,False
XDH,11,784,0.0410681877952764,0.0505789770524067,-0.3737386462424913,-0.9691047680554752,0.22162747557049256,3303.0,0.18240543936912823,,0.9062697067203028,False
PRRT1,11,784,0.056279684843381,0.0809333082280229,-0.3736462593724638,-0.9690122410849844,0.22171972234005682,3234.0,0.1542690137762536,,0.9026259697494153,False
ADGRL4,11,784,0.0581644476074805,0.1073361083505874,-0.3734769448189917,-0.968842669863555,0.22188878022557174,3510.0,0.2892807612536512,,0.937992834444051,False
FOXN3,11,784,-0.0918772830805708,-0.0362086743687991,-0.37345102816113024,-0.9688167139282724,0.22191465760601187,3223.0,0.15010606958684594,,0.9021647760635169,False
YPEL2,11,784,0.0106556027202578,0.07316294475419136,-0.37341860971410534,-0.9687842463540159,0.22194702692580526,3053.0,0.09612803996396209,,0.8891692666539546,False
TSPAN18,11,784,-0.0736185498663566,-0.0167917521184925,-0.3732205528092396,-0.9685858894043115,0.22214478378583224,3102.0,0.10979023363643774,,0.8891692666539546,False
OR2K2,10,691,-0.0570743635593201,-0.0218269958220047,-0.37315955290926844,-0.9977287599091629,0.25140965409062593,2440.0,0.11056904394820984,,0.8891692666539546,False
RNPC3,11,784,-1.82148942965285,-1.7116134028449026,-0.37306412888258494,-0.9684292286167901,0.22230097085162032,3329.0,0.19394072327162726,,0.9118410125682683,False
RNF168,11,784,-0.4318705071462477,-0.4956966899530685,-0.3730638090777686,-0.9684289083278192,0.22230129017228206,4148.0,0.8288544419954422,,0.9907818521352776,False
C8orf82,11,784,-0.105793014119807,-0.08781555543966679,-0.37294312798040236,-0.9683080445601822,0.2224217885993774,3544.0,0.3102260835299421,,0.9401662736505708,False
COMMD1,11,784,-0.101969095923655,-0.0795645886264175,-0.372842377740969,-0.9682071418642633,0.2225223863823253,3889.0,0.5764299134473176,,0.9686839037174999,False
SNX14,11,784,-0.1174387776865495,-0.0752656040654972,-0.3723758352732633,-0.9677398939553352,0.22298822340880858,3311.0,0.18589924073265562,,0.9071576940772965,False
RNF139,11,784,-0.1628006309392222,-0.130575366816408,-0.37213401207907687,-0.9674977054566827,0.223229681298529,3522.0,0.29656174112082434,,0.9391388485475414,False
RNF182,11,784,-0.0072722967967779,0.0246034685081081,-0.37212596003307974,-0.967489641251132,0.22323772118497254,3761.0,0.46671038728631864,,0.9560427321612455,False
TNNI2,11,784,0.0377198429999292,0.0845245348336571,-0.3720879994613825,-0.9674516233579672,0.2232756244352022,2961.0,0.07417062465305095,,0.8814711103254291,False
ANXA8,10,680,-0.12327227925483475,-0.033608908977197344,-0.37200066174753893,-0.9966448023570103,0.25264347886193245,2536.0,0.1676058226004309,,0.9030966877974155,False
TRIM67,11,784,-0.0600426331299254,-0.011041672971420051,-0.37182475812407484,-0.9671879846800022,0.2235384684318526,3272.0,0.16932631237850015,,0.9030966877974155,False
SMTN,11,784,-0.178572509991327,-0.1469639381003813,-0.3717730378444662,-0.9671361863660031,0.22359011067707074,3688.0,0.4097358310059249,,0.9484430408460183,False
PGLS,11,784,-0.237587404606341,-0.2285434012710898,-0.3716645469761367,-0.9670275318443347,0.22369843789206123,3801.0,0.49970372074781455,,0.9582108779172506,False
FBXL13,11,784,0.0100011884545935,0.04899135631732595,-0.3715681693990666,-0.9669310089262768,0.22379467012814352,3425.0,0.24116363887059244,,0.9271514892341608,False
CD5,11,784,-0.1541634124565238,-0.14107304984448024,-0.3715618175048204,-0.9669246474544594,0.22380101244481854,3963.0,0.6449649195871878,,0.9766598987785462,False
CD200R1L,11,784,-0.0642801380910242,-0.039548584330899306,-0.37154866622529437,-0.9669114763455708,0.2238141438949821,3637.0,0.372506525232405,,0.9482065559849578,False
TAS2R1,11,784,0.0843129572049693,0.1045136552220157,-0.3714787984961696,-0.9668415032823695,0.2238839062900303,3199.0,0.1413212893249143,,0.897102702791667,False
TNIK,11,784,-0.0200619140079768,0.00168403937021845,-0.371355334478623,-0.9667178531762264,0.22400718421898036,3840.0,0.5330267768653142,,0.9617869310453052,False
TLCD4,11,784,-0.1848406959218352,-0.13821923722495025,-0.3713538749102039,-0.9667163914082725,0.2240086415878647,3096.0,0.1080391071766909,,0.8891692666539546,False
NECAB1,11,784,0.0829449329932993,0.11236444892572005,-0.3712448984229818,-0.9666072507204785,0.22411745387451487,3397.0,0.22662314172950826,,0.9228945866839399,False
SCN4B,11,784,-0.0217240788318937,0.0352939110818715,-0.3712211717719347,-0.966583488325628,0.22414114478175862,3199.0,0.1413212893249143,,0.897102702791667,False
BZW1,11,784,-0.0385886920999724,-0.0099448553505103,-0.3712182351800545,-0.9665805473099799,0.22414407694987093,3456.0,0.25801439992028075,,0.927202971990777,False
FUBP3,11,784,-0.0332756328990594,0.06732894208074985,-0.3712137622687001,-0.9665760676605684,0.22414854312316806,3109.0,0.11186148181100944,,0.8891692666539546,False
PPP1R12A,11,784,-1.3883308430855628,-1.2741749835158878,-0.37112769105091564,-0.9664898667996755,0.22423448469784418,3390.0,0.22308781386889032,,0.9217642508161339,False
OR51I1,10,691,-0.03359026123041065,-0.0113277366563271,-0.3709185314726358,-0.9954840808119647,0.253647017866693,2589.0,0.17342259536319982,,0.9030966877974155,False
FGD5,11,784,-0.1851400946490101,-0.1414847831632277,-0.37081680541116935,-0.9661785131446059,0.2245449023222672,3641.0,0.37534842079552977,,0.9482065559849578,False
TRMT11,11,784,-0.1025240048178,-0.02873305800309505,-0.3707203459843679,-0.9660819085849264,0.22464121661619058,2990.0,0.08059967879131817,,0.8861923759885024,False
RCN2,11,784,-0.1095214689319048,-0.0837135088586909,-0.3705548772872893,-0.9659161910114616,0.22480643643688303,3382.0,0.21909596930483233,,0.9194897037486607,False
LTBP2,11,784,-0.1006914279758683,-0.08048360638794269,-0.3700673989328217,-0.9654279801010018,0.22529318223535844,3106.0,0.11097006048688247,,0.8891692666539546,False
EVI2A,11,784,-0.0573980776528212,-0.015465999515061,-0.3700021150963004,-0.9653625982326293,0.22535836804002846,3051.0,0.09560069778319165,,0.8891692666539546,False
ZPR1,11,784,-1.6678306070840283,-1.4808655458211375,-0.3699244745503966,-0.965284841122223,0.22543589202142983,3412.0,0.23433298501552258,,0.9250086918844695,False
JPH3,11,784,0.059949786409607,0.10687116935999165,-0.369822283584651,-0.9651824967708131,0.22553792960151103,3305.0,0.1832742908994882,,0.9070641239818237,False
FKBP15,11,784,0.0206228754244707,0.053767681499583955,-0.36971948226526447,-0.9650795411923578,0.22564057666182896,3700.0,0.4188069278440504,,0.9486992474275867,False
SKA1,11,784,-0.4231922358133495,-0.47761005730877004,-0.3696355531237545,-0.9649954861422962,0.22572437989478722,3570.0,0.3269025575600888,,0.9451611137546672,False
CYLD,11,784,-0.1719637201661646,-0.11661030710870265,-0.36958681020561296,-0.9649466701142686,0.22577304970304274,3430.0,0.24382778401551608,,0.9271514892341608,False
OR56A1,10,691,-0.10666678361824865,-0.0714561816828727,-0.36948077968175613,-0.9940439939995906,0.2550824346360783,2707.0,0.23971724374233416,,0.9271514892341608,False
KIF20A,11,784,-0.5319242325587361,-0.5304645722381366,-0.3693585479098082,-0.9647180655742278,0.2260009697546113,3925.0,0.6093442073458843,,0.9720479354702818,False
OR5D16,10,691,-0.06741069781439016,-0.0482201700245806,-0.36930146311700374,-0.9938643868461323,0.25526146061212485,3013.0,0.4874273448439408,,0.9575892542967795,False
CSNK1G3,11,784,0.0812345658279089,0.0816989281956846,-0.36924533623780675,-0.9646046842370883,0.22611401176147483,3556.0,0.31785186045886016,,0.9416440776118831,False
NPC2,11,784,-0.0642481882611405,0.0007285514674787999,-0.36919980375245126,-0.9645590835289386,0.22615947602403602,3373.0,0.21466675399623103,,0.9194897037486607,False
NDUFAF4,11,784,-0.4686687120397935,-0.2978767007720806,-0.3691129118536883,-0.9644720614605613,0.2262462377531848,3075.0,0.10208371329908357,,0.8891692666539546,False
RABGAP1L,11,784,-0.1068762942486884,-0.0421172089310366,-0.3690314017713046,-0.9643904292986936,0.2263276257560844,2971.0,0.07633847745174703,,0.8851580824212676,False
C1orf162,11,784,-0.2258051644902272,-0.13531852100516456,-0.3690255653986407,-0.9643845841857965,0.22633345338851513,3041.0,0.09299863837363251,,0.8891692666539546,False
TACC2,11,784,-0.0322523037072522,0.0144760793416302,-0.3687742981772353,-0.9641329408112697,0.2265843444567991,3187.0,0.13707974106117427,,0.8924576383779568,False
GNL3L,11,784,-0.8612805281289776,-0.8113955523503669,-0.36854407626563124,-0.9639023744765922,0.22681422194532974,3652.0,0.3832324422672012,,0.9484430408460183,False
FGF13,11,784,0.0087734373479168,0.0016144412358656,-0.3683823449507557,-0.9637404013323804,0.22697571143086892,3737.0,0.44750962333996414,,0.9529335173408287,False
STAU2,11,784,-0.0028503828773105,0.0036203656341103002,-0.3683691480818058,-0.9637271847354438,0.22698888857183225,3431.0,0.24436308436103593,,0.9271514892341608,False
DDX43,11,784,-0.1694663209123875,-0.111521592156221,-0.3683444596140114,-0.9637024593627791,0.22701354013475628,3562.0,0.321710429796079,,0.9448915810407623,False
ZNF250,11,784,-0.0007972092531638,0.01303038309972305,-0.36830631439670397,-0.9636642571300118,0.2270516283366038,3660.0,0.38902949586246616,,0.9484430408460183,False
NDUFB3,11,784,-0.6137741102108372,-0.5530504714244129,-0.36830066307272524,-0.9636585973595299,0.22705727121407937,3378.0,0.2171193933881863,,0.9194897037486607,False
NRG4,11,784,0.0198758337575085,0.053182388083498955,-0.3682820890584289,-0.9636399955853112,0.22707581746845334,3340.0,0.19897904859016746,,0.91358810977628,False
LYZL6,11,784,-0.0669966176731986,0.0038162772426198503,-0.36815495139642374,-0.9635126679463825,0.227202765153535,3450.0,0.2546908229995508,,0.927202971990777,False
ALKBH4,11,784,-0.1758584018899919,-0.11667840175876135,-0.3680755760378252,-0.9634331740134647,0.22728202193781427,2995.0,0.08175259319034495,,0.8861923759885024,False
DIP2B,11,784,-0.2367961290990941,-0.21748714631968608,-0.3680606242962999,-0.9634181999392448,0.22729695134664513,3426.0,0.24169482148775256,,0.9271514892341608,False
PYURF,11,784,-0.4479609663791307,-0.3925279697425027,-0.36805983332200903,-0.9634174077835391,0.227297741139521,3512.0,0.29048582213909535,,0.938142965209764,False
BARHL1,11,784,-0.0582915969407942,-0.08700793971202994,-0.3680496445665677,-0.9634072038101975,0.22730791467706218,4016.0,0.6960231292931307,,0.9836831712147333,False
KMT2D,11,784,-0.4306325339888054,-0.37300878388907277,-0.36802063577986943,-0.9633781516983515,0.22733688013861264,3404.0,0.23019825281314588,,0.9238574735531195,False
FBXL7,11,784,0.0649437066360653,0.03972809082119145,-0.36794738898578433,-0.9633047955240372,0.22741001755246865,3961.0,0.643068725587268,,0.9766598987785462,False
ADAT2,11,784,-0.5649743854203433,-0.4234712095218789,-0.36775526536849074,-0.9631123851098233,0.2276018543728418,3663.0,0.3912170789515451,,0.9484430408460183,False
TMPRSS7,11,784,-0.0088592750784614,0.02104867076268875,-0.3676452042602973,-0.9630021597728164,0.22771175125222193,3226.0,0.1512328274772101,,0.9021647760635169,False
GNAS,11,784,-0.0697379788064258,-0.02488836661120045,-0.3675730526426635,-0.9629299005200564,0.22778379523472947,3922.0,0.6065696356061383,,0.9720479354702818,False
SAAL1,11,784,-0.1077530901577334,-0.05667361449662625,-0.36755203433726685,-0.9629088508637129,0.22780478218917927,3327.0,0.1930348157909434,,0.9114436379053856,False
CD300LD,11,784,0.0594124742544849,0.08926409026216285,-0.3675224632055602,-0.9628792356266791,0.22783430921555864,3360.0,0.20838351524862675,,0.9194897037486607,False
NHSL3,11,784,-0.0745918013254928,-0.05458471174863275,-0.36730630438035927,-0.9626627545083818,0.22805014574766325,3557.0,0.31849284048040805,,0.9426010238976735,False
RNF180,11,784,-0.0102685369079375,0.014175759346432351,-0.36728493716705785,-0.9626413554468254,0.22807148111270975,3539.0,0.3070846243150068,,0.9401662736505708,False
TXN,11,784,-1.4304504884771396,-1.274984846347469,-0.36727467658752283,-0.9626310795743511,0.2280817263993054,3164.0,0.12922538841138156,,0.8916760143311828,False
OR6N2,10,691,-0.06543853208067099,-0.0138724481140841,-0.36722996732319135,-0.9917895443392697,0.257329609692887,2579.0,0.16850709802675767,,0.9030966877974155,False
ARSK,11,784,-0.1152164511222045,-0.08088841042081349,-0.36718705343869557,-0.9625433258444882,0.22816921896709713,3424.0,0.2406332787715999,,0.9271514892341608,False
RNF6,11,784,-0.1627061993679919,-0.1356807304795276,-0.3667188499502752,-0.9620744251399649,0.22863672523941453,3107.0,0.11126657567647649,,0.8891692666539546,False
SHOC1,11,784,-0.028348198808314,0.0055362183535650495,-0.3667175181824502,-0.9620730913902316,0.22863805502533113,3601.0,0.34753291576277046,,0.9452202188537194,False
CORO2A,11,784,-0.0520325027612873,-0.02660839575992925,-0.3666272609333148,-0.96198269983894,0.22872817797231032,3482.0,0.2727634329780694,,0.9306816003032649,False
PHLDB2,11,784,-0.0581938888728526,-0.02267138764699255,-0.36657627403373005,-0.9619316370858039,0.22877908901834376,3428.0,0.2427596556567586,,0.9271514892341608,False
PRDM8,11,784,0.0033696933750729,0.009753611942592,-0.3664201584968481,-0.9617752893603371,0.2289349723666409,3678.0,0.4022665904137729,,0.9484430408460183,False
GFPT1,11,784,-0.673283954005761,-0.47661952604650437,-0.36630506791117984,-0.9616600276652298,0.2290498918428701,3539.0,0.3070846243150068,,0.9401662736505708,False
RNF141,11,784,0.0265996340755514,0.03757210089018105,-0.36624860383904956,-0.9616034796655077,0.22910627198740863,3513.0,0.2910896174168037,,0.938142965209764,False
PTPN1,11,784,-0.2815457898763464,-0.1563490834251769,-0.3661903429853533,-0.9615451322270525,0.22916444625634597,3099.0,0.10891188673547601,,0.8891692666539546,False
AREG,11,784,-0.0035597240332575,0.04472899482755365,-0.3660021625189857,-0.9613566721890332,0.22935234715106173,3169.0,0.13090241515283604,,0.8916760143311828,False
